Headline,Source,Posted,Description,Link
Apple’s Vision Pro launch day photo drop captures eager customers.,The Verge,23 hours ago,"Apple’s Vision Pro headset went on sale in the US today, and people reacted as you’d expect. The company’s PR pics capture a flood of excited customers lining up to be among ...",https://www.theverge.com/2024/2/2/24059947/apples-vision-pro-launch-day-photo-drop-captures-eager-customers
"Apple iPhone captures 50% of global smartphone revenue, says report",Neowin,1 day ago,"Apple iPhone captured 50% of the global smartphone revenue share in 2023, according to a new report from Counterpoint Research. The analytics firm said 2023 was the first ...",https://www.neowin.net/news/apple-iphone-captures-50-of-global-smartphone-revenue-says-report/
Apple Might Throttle Vision Pro Performance Depending on Battery Condition - EconoTimes,EconoTimes,20 hours ago,"Apple has formally introduced the Vision Pro to the US market. After the release of the Apple Watch, Vision Pro is Apple's first significant ...",https://www.econotimes.com/Apple-Might-Throttle-Vision-Pro-Performance-Depending-on-Battery-Condition-1670797
Apple's China sales tumble highlights waning clout as local brands gain,Reuters via Yahoo Finance,2 days ago,"BEIJING (Reuters) -Apple's weak China sales performance may have shocked investors, but customers...",https://finance.yahoo.com/news/apples-china-sales-tumble-highlights-110931410.html?fr=sycsrp_catchall
"Apple CEO Cook: Gen. AI a 'huge opportunity' for Apple, announcements coming this year",Yahoo Finance via AOL,2 days ago,"Apple (AAPL) CEO Tim Cook called out the company’s AI investments on Thursday, adding that the tech...",https://www.aol.com/apples-cook-gen-ai-huge-231640774.html
"Apple loses $84 billion in value after reporting weak sales in China, the ‘most competitive...",Fortune via Yahoo Finance,2 days ago,Apple should have been enjoying the release of its most recent quarterly results. The iPhone...,https://finance.yahoo.com/news/apple-loses-84-billion-value-072919045.html?fr=sycsrp_catchall
Apple's price target raised to $205 by Jefferies on strong quarter,Investing.com,2 days ago,Apple's price target raised to $205 by Jefferies on strong quarter,https://za.investing.com/news/apples-price-target-raised-to-205-by-jefferies-on-strong-quarter-93CH-2998058
Apple (AAPL) Q1 2024 earnings results beat EPS & revenue estimates,Shacknews,2 days ago,Apple’s (AAPL) first quarter of the financial year has ended and the company has come forth with its...,https://www.shacknews.com/article/138582/apple-aapl-q1-2024-earnings-results
Apple ends yearlong sales slump with slight revenue rise in holiday-season period but stock slips,The Washington Times,2 days ago,"Apple snapped out of a yearlong sales funk during its holiday-season quarter, propelled by solid...",https://www.washingtontimes.com/news/2024/feb/1/apple-ends-yearlong-sales-slump-with-s-writethru-2/
Apple Vision Pro debuts Friday. Here's what you need to know.,CBS News via Yahoo Finance,2 days ago,"Apple on Friday will roll out its Vision Pro mixed-reality goggles, marking the iPhone maker's first...",https://finance.yahoo.com/news/apple-vision-pro-debuts-friday-002100860.html?fr=sycsrp_catchall
Apple's Vision Pro Goes on Sale - Slashdot,Slashdot,1 day ago,Apple's Vision Pro virtual reality headset officially launched in the U.S. on Friday. Customers who preordered the headset will begin to receive it or pick it up at,https://apple.slashdot.org/story/24/02/02/1716212/apples-vision-pro-goes-on-sale
"Apple Car could automatically pick you up, take you home, and play your music on the way - Future ...",AppleInsider,2 days ago,Apple has been researching how an Apple Car could reduce how a driver even needs to think about...,https://forums.appleinsider.com/discussion/235253/apple-car-could-automatically-pick-you-up-take-you-home-and-play-your-music-on-the-way
Apple Sees Weaker-Than-Expected Revenue in the Current Quarter,Barrons.com,2 days ago,"Apple provided guidance for the March quarter that disappointed investors. The numbers, provided on ...",https://www.barrons.com/livecoverage/apple-amazon-meta-facebook-earnings-stock-price-today/card/apple-sees-weaker-than-expected-revenue-in-the-current-quarter-yIN6nBZygodrOZIrZIlB?siteid=yhoof2&yptr=yahoo
Apple Vision Pro drop test: Vision Pro durability is actually pretty good,9to5Mac,22 hours ago,"The Apple Vision Pro headset has just launched today, and we already have our first drop tests....",https://9to5mac.com/2024/02/02/apple-vision-pro-drop-test/
Apple posts Q1 earnings and delivers impressive $119.58 billion in revenue,BGR,2 days ago,Apple earlier today posted its earnings report from the recent holiday quarter and delivered $119.58...,https://bgr.com/tech/apple-posts-q1-earnings-and-delivers-impressive-119-58-billion-in-revenue/
"Apple isn’t ready to enter the generative AI fray, yet",CIO Dive,1 day ago,"Apple is working internally with generative AI, but the company is taking a slower, more cautious approach to customer-facing technology, CEO Tim Cook said during the company ...",https://www.ciodive.com/news/Apple-generative-ai-approach-enterprise/706471/
Apple details the Vision Pro's battery and what its indicator lights mean,TweakTown,1 day ago,"Apple's Vision Pro headset is finally available to buy in the United States and now we also know how its battery and charge indicator light works, too. Now that Apple ...",https://www.tweaktown.com/news/95971/apple-details-the-vision-pros-battery-and-what-its-indicator-lights-mean/index.html
Apple's Vision Pro Headset Officially Released,Erie News Now Plus,23 hours ago,Apple's highly anticipated Vision Pro Headset has finally hit the market. Apple is hoping the headset ushers in the age of spatial computing.,https://www.erienewsnow.com/clip/15449457/apples-vision-pro-headset-officially-released
Apple stock sinks despite earnings beat as China sales slow,Yahoo Finance via AOL,1 day ago,"Apple stock (AAPL) sank in early trading Friday, despite the company posting better-than-expected...",https://www.aol.com/apple-report-q1-earnings-investors-203336090.html
Apple's Vision Pro Headset Officially Released,Erie News Now Plus,1 day ago,Apple's highly anticipated Vision Pro Headset has finally hit the market. Apple is hoping the headset ushers in the age of spatial computing.,http://www.erienewsnow.com/clip/15449457/apples-vision-pro-headset-officially-released
Apple set 'all-time revenue record' for its services in Q4 2023 - Music Ally,Music Ally,1 day ago,"Apple’s latest financial results revealed that its revenues were up 2% year-on-year to $119.6bn in the final quarter of 2023 – its fiscal Q1. Meanwhile, it set an all-time ...",https://musically.com/2024/02/02/apple-set-all-time-revenue-record-for-its-services-in-q4-2023/
Apple's Vision Pro headset launches in U.S.,NBC Philadelphia,1 day ago,Apple's Vision Pro is now on sale at all U.S. Apple Store locations and the online U.S. Apple Store. Its launch comes the morning after ...,https://www.nbcphiladelphia.com/news/national-international/apples-vision-pro-headset-launches-in-u-s/3765006/
Apple Says It'll Show Its GenAI Efforts 'Later This Year' - Slashdot,Slashdot,1 day ago,Apple has tossed another crumb to investors wondering when the world will get to see some 'Made in Cupertino' GenAI: Expect Apple to reveal what it's been ...,https://apple.slashdot.org/story/24/02/02/1746247/apple-says-itll-show-its-genai-efforts-later-this-year
Apple Eyes Foldable Future: New Gadgets Set to Redefine Portability - EconoTimes,EconoTimes,1 day ago,"Apple is considering releasing its first foldable gadget in the next few years, with a 7- to 8-inch...",https://www.econotimes.com/Apple-Eyes-Foldable-Future-New-Gadgets-Set-to-Redefine-Portability-1670770
Apple's China woes continue,MacDailyNews,1 day ago,"Apple is facing continued challenges in China, one of its most critical markets, as the company’s Q124 sales in the greater China region in the December quarter fell nearly ...",https://macdailynews.com/2024/02/02/apples-china-woes-continue/
Apple Hints At a Coming AI Announcement,Barrons.com,2 days ago,Apple CEO Tim Cook hinted late Thursday afternoon that the company would make an AI-related product announcements later this year. In remarks on Apple's...,https://www.barrons.com/livecoverage/apple-amazon-meta-facebook-earnings-stock-price-today/card/apple-hints-at-a-coming-ai-announcement-ay7KTQkjz084kMLVLgqn?siteid=yhoof2&yptr=yahoo
Apple financials improve as sales in China slow down,GameSpot,1 day ago,"Meanwhile, Apple services continue to improve, though there’s uncertainty about how much further that part of the business can grow.In the announcement, Apple< ...",https://gamefaqs.gamespot.com/news?id=127037
Apple's 'Vision Pro' Set to Get First Crypto-Focused Metaverse App From Victoria VR,Coindesk,1 day ago,Apple's much-hyped first futuristic headset hit the shelf on Feb. 2 and would be its first foray...,https://www.coindesk.com/business/2024/02/02/apples-vision-pro-set-to-get-first-metaverse-app-from-victoria-vr/
Apple Bulks Up Vision Pro Content for Headset Launch,Barrons.com,2 days ago,Apple said Thursday that more than 600 applications and games designed for its Vision Pro mixed-reality headset will be available when the product...,https://www.barrons.com/livecoverage/apple-amazon-meta-facebook-earnings-stock-price-today/card/apple-bulks-up-vision-pro-content-for-headset-launch-c5BgR43Kz2G4P79RGaG1?siteid=yhoof2&yptr=yahoo
Apple is shipping out jailbroken iPhones and a bunch of stickers to bug bounty hunters,Business Insider via Yahoo News,2 days ago,Apple is shipping jailbroken iPhones to third-party researchers who are part of its Security...,https://www.yahoo.com/tech/apple-shipping-jailbroken-iphones-bunch-223413787.html
Apple warns Vision Pro owners that it could slow down in some situations,TweakTown,1 day ago,Apple has warned new Vision Pro owners that they might experience a drop in performance in some specific circumstances related to its battery. Apple's Vision ...,https://www.tweaktown.com/news/95970/apple-warns-vision-pro-owners-that-it-could-slow-down-in-some-situations/index.html
Apple Forecasts Drop in iPhone Sales as China Business Lags,Gadgets 360,2 days ago,"Apple on Thursday forecast a drop in iPhone sales and targeted overall revenue $6 billion (roughly Rs. 49,714 crore) below Wall Street expectations as its China business took ...",https://www.gadgets360.com/mobiles/news/iphone-sales-drop-6-billion-below-target-expectations-china-business-apple-4978742
"Apple quarterly profit, revenue top Wall Street targets but China lags - BusinessWorld Online",BusinessWorld,2 days ago,"Apple on Thursday reported sales and profit that beat Wall Street estimates, powered by growth in its iPhone business. The 2% rise in overall fiscal first-quarter sales for ...",https://www.bworldonline.com/technology/2024/02/02/573204/apple-quarterly-profit-revenue-top-wall-street-targets-but-china-lags/
Apple's stock falls as its return to growth could prove short-lived,Morningstar,2 days ago,"Apple Inc. broke its four-quarter streak of revenue declines in the holiday period, but the company could be headed for another drop in the current quarter. Management said ...",https://www.morningstar.com/news/marketwatch/20240201970/apples-stock-falls-as-its-return-to-growth-could-prove-short-lived
"Apple’s new iPhone update ‘biggest ever’, report claims",The Independent via Yahoo News,3 days ago,"Apple's upcoming iPhone update could be the ""biggest"" it has ever launched, a report has claimed....",https://news.yahoo.com/apple-iphone-biggest-ever-report-180012388.html?fr=sycsrp_catchall
"Apple’s new iPhone update ‘biggest ever’, report claims",The Independent US via AOL,3 days ago,"Apple's upcoming iPhone update could be the ""biggest"" it has ever launched, a report has claimed....",https://www.aol.com/apple-iphone-biggest-ever-report-180012465.html
"Apple Services, Home Of Apple TV+, Has “Well Over” 1 Billion Paid Subscriptions; CEO Tim Cook...",Deadline Hollywood,2 days ago,"Apple Services, the division that includes Apple TV+ as well as Apple Music, Apple News, Apple ...",https://deadline.com/2024/02/apple-tim-cook-martin-scorsese-services-apple-tv-paid-subscriptions-1235811907/
